Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,0,Travel_Frequently,580,1,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,5,1,21,4,3,1,20,2,3,18,13,1,12
53,0,Travel_Rarely,970,2,7,3,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814,3,0,19,3,3,0,32,3,3,5,1,1,3
41,0,Travel_Rarely,427,3,10,4,Human Resources,731,2,Male,73,2,5,Manager,4,Divorced,19141,3,0,15,3,2,3,23,2,2,21,6,12,6
60,0,Travel_Rarely,1179,1,16,4,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405,8,0,14,3,4,0,10,1,3,2,2,2,2
27,0,Travel_Frequently,294,2,10,2,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,1,0,21,4,3,2,9,4,2,9,7,1,7
41,0,Travel_Rarely,314,3,1,3,Human Resources,734,4,Male,59,2,5,Manager,3,Married,19189,1,0,12,3,2,1,22,3,3,22,7,2,10
50,0,Travel_Rarely,316,1,8,4,Marketing,738,4,Male,54,3,1,Sales Representative,2,Married,3875,7,0,15,3,4,1,4,2,3,2,2,2,2
28,1,Travel_Rarely,654,2,1,2,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216,7,1,13,3,4,0,10,4,3,7,7,3,7
36,0,Non-Travel,427,2,8,3,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713,9,0,14,3,1,1,10,2,3,8,7,0,5
38,0,Travel_Rarely,168,2,1,3,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,4,1,14,3,4,0,10,4,4,1,0,0,0
44,0,Non-Travel,381,2,24,3,Medical,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2,0,14,3,3,0,9,5,3,5,2,1,4
47,0,Travel_Frequently,217,1,3,3,Medical,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,9,1,12,3,4,2,28,2,2,22,2,11,13
30,0,Travel_Rarely,501,1,27,5,Marketing,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,7,0,23,4,4,1,10,2,2,8,7,7,7
29,0,Travel_Rarely,1396,1,10,3,Life Sciences,749,3,Male,99,3,1,Sales Representative,3,Single,2642,1,0,11,3,3,0,1,6,3,1,0,0,0
42,1,Travel_Frequently,933,2,19,3,Medical,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,6,1,12,3,4,0,7,2,3,2,2,2,2
43,0,Travel_Frequently,775,1,15,3,Life Sciences,754,4,Male,47,2,2,Sales Executive,4,Married,6804,3,0,18,3,3,1,7,5,3,2,2,2,2
34,0,Travel_Rarely,970,2,8,2,Medical,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,3,0,11,3,4,0,10,2,3,5,1,4,3
23,0,Travel_Rarely,650,2,9,1,Medical,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,1,0,14,3,4,1,5,2,4,4,3,0,2
39,0,Travel_Rarely,141,3,3,3,Human Resources,760,3,Female,44,4,2,Human Resources,2,Married,6389,9,0,15,3,3,1,12,3,1,8,3,3,6
56,0,Travel_Rarely,832,2,9,3,Medical,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103,7,0,11,3,3,0,30,1,2,10,7,1,1
40,0,Travel_Rarely,804,2,2,1,Medical,763,4,Female,86,2,1,Research Scientist,4,Single,2342,0,1,20,4,4,0,5,2,2,4,2,2,3
27,0,Travel_Rarely,975,2,7,3,Medical,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,8,0,19,3,1,0,9,2,1,7,6,0,7
29,0,Travel_Rarely,1090,1,10,3,Marketing,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,1,0,14,3,4,2,2,2,3,2,2,2,2
53,0,Travel_Rarely,346,2,6,3,Life Sciences,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,2,0,17,3,4,0,19,4,3,2,2,2,2
35,0,Non-Travel,1225,2,2,4,Life Sciences,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,2,0,11,3,1,1,16,2,4,1,0,0,0
32,0,Travel_Frequently,430,2,24,4,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,1,0,15,3,4,2,10,2,3,10,8,4,7
38,0,Travel_Rarely,268,2,2,5,Medical,773,4,Male,92,3,1,Research Scientist,3,Married,3057,6,1,13,3,2,1,6,0,1,1,0,0,1
34,0,Travel_Rarely,167,2,8,5,Life Sciences,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,3,0,14,3,3,1,7,3,3,0,0,0,0
52,0,Travel_Rarely,621,1,3,4,Marketing,776,3,Male,31,2,4,Manager,1,Married,16856,1,0,11,3,1,0,34,3,4,34,6,1,16
33,1,Travel_Rarely,527,2,1,4,Other,780,4,Male,63,3,1,Research Scientist,4,Single,2686,1,1,13,3,3,0,10,2,2,10,9,7,8
25,0,Travel_Rarely,883,1,26,1,Medical,781,3,Female,32,3,2,Sales Executive,4,Single,6180,1,0,23,4,2,0,6,5,2,6,5,1,4
45,0,Travel_Rarely,954,1,2,2,Technical Degree,783,2,Male,46,1,2,Sales Representative,3,Single,6632,0,0,13,3,1,0,9,3,3,8,7,3,1
23,0,Travel_Rarely,310,2,10,1,Medical,784,1,Male,79,4,1,Research Scientist,3,Single,3505,1,0,18,3,4,0,2,3,3,2,2,0,2
47,1,Travel_Frequently,719,1,27,2,Life Sciences,785,2,Female,77,4,2,Sales Executive,3,Single,6397,4,1,12,3,4,0,8,2,3,5,4,1,3
34,0,Travel_Rarely,304,1,2,3,Other,786,4,Male,60,3,2,Sales Executive,4,Single,6274,1,0,22,4,3,0,6,5,3,6,5,1,4
55,1,Travel_Rarely,725,2,2,3,Medical,787,4,Male,78,3,5,Manager,1,Married,19859,5,1,13,3,4,1,24,2,3,5,2,1,4
36,0,Non-Travel,1434,1,8,4,Life Sciences,789,1,Male,76,2,3,Sales Executive,1,Single,7587,1,0,15,3,2,0,10,1,3,10,7,0,9
52,0,Non-Travel,715,2,19,4,Medical,791,4,Male,41,3,1,Research Scientist,4,Married,4258,0,0,18,3,1,1,5,3,3,4,3,1,2
26,0,Travel_Frequently,575,2,1,2,Life Sciences,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,3,0,14,3,1,1,5,2,3,2,2,2,0
29,0,Travel_Rarely,657,2,27,3,Medical,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,4,0,12,3,1,1,11,3,2,8,7,1,1
26,1,Travel_Rarely,1146,1,8,3,Technical Degree,796,4,Male,38,2,2,Sales Executive,1,Single,5326,6,0,17,3,3,0,6,2,2,4,3,1,2
34,0,Travel_Rarely,182,2,1,4,Life Sciences,797,2,Female,72,4,1,Research Scientist,4,Single,3280,2,0,16,3,3,0,10,2,3,4,2,1,3
54,0,Travel_Rarely,376,2,19,4,Medical,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,9,1,11,3,2,2,9,4,3,5,3,1,4
27,0,Travel_Frequently,829,1,8,1,Marketing,800,3,Male,84,3,2,Sales Executive,4,Married,4342,0,0,19,3,2,1,5,3,3,4,2,1,1
37,0,Travel_Rarely,571,2,10,1,Life Sciences,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,0,1,13,3,2,2,6,3,2,5,3,4,3
38,0,Travel_Frequently,240,2,2,4,Life Sciences,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,6,1,12,3,4,0,17,2,3,15,7,4,12
34,0,Travel_Rarely,121,2,2,4,Medical,804,3,Female,86,2,1,Research Scientist,1,Single,4381,1,0,11,3,3,0,6,3,3,6,5,1,3
35,0,Travel_Rarely,384,1,8,4,Life Sciences,805,1,Female,72,3,1,Sales Representative,4,Married,2572,1,0,16,3,2,1,3,1,2,3,2,0,2
30,0,Travel_Rarely,921,2,1,3,Life Sciences,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,3,0,21,4,3,2,7,2,3,2,2,0,2
40,0,Travel_Frequently,791,2,2,2,Medical,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,1,0,24,4,4,1,8,2,3,8,7,3,7
34,0,Travel_Rarely,1111,1,8,2,Life Sciences,808,3,Female,93,3,2,Sales Executive,1,Married,6500,5,0,17,3,2,1,6,1,3,3,2,1,2
42,0,Travel_Frequently,570,2,8,3,Life Sciences,809,2,Male,66,3,5,Manager,4,Divorced,18430,1,0,13,3,2,1,24,4,2,24,7,14,9
23,1,Travel_Rarely,1243,2,6,3,Life Sciences,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,1,1,21,4,3,2,1,2,3,0,0,0,0
24,0,Non-Travel,1092,2,9,3,Life Sciences,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,1,0,11,3,3,3,1,4,3,1,0,0,0
52,0,Travel_Rarely,1325,2,11,4,Life Sciences,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,8,0,20,4,2,1,9,3,3,5,2,1,4
50,0,Travel_Rarely,691,2,2,3,Medical,815,3,Male,64,3,4,Research Director,3,Married,17639,5,0,16,3,4,0,30,3,3,4,3,0,3
29,1,Travel_Rarely,805,2,1,2,Life Sciences,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,1,1,11,3,4,1,1,1,3,1,0,0,0
33,0,Travel_Rarely,213,2,7,3,Medical,817,3,Male,49,3,3,Research Director,3,Married,11691,0,0,11,3,4,0,14,3,4,13,9,3,7
33,1,Travel_Rarely,118,1,16,3,Marketing,819,1,Female,69,3,2,Sales Executive,1,Single,5324,5,0,15,3,3,0,6,3,3,3,2,0,2
47,0,Travel_Rarely,202,2,2,2,Other,820,3,Female,33,3,4,Manager,4,Married,16752,1,1,11,3,3,1,26,3,2,26,14,3,0
36,0,Travel_Rarely,676,2,1,3,Other,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,0,0,15,3,1,1,10,2,3,9,7,0,5
29,0,Travel_Rarely,1252,2,23,2,Life Sciences,824,3,Male,81,4,1,Research Scientist,3,Married,2700,1,0,24,4,3,1,10,3,3,10,7,0,7
58,1,Travel_Rarely,286,2,2,4,Life Sciences,825,4,Male,31,3,5,Research Director,2,Single,19246,7,1,12,3,4,0,40,2,3,31,15,13,8
35,0,Travel_Rarely,1258,2,1,4,Life Sciences,826,4,Female,40,4,1,Research Scientist,3,Single,2506,3,0,13,3,3,0,7,0,3,2,2,2,2
42,0,Travel_Rarely,932,2,1,2,Life Sciences,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,9,1,13,3,4,1,8,4,3,4,3,0,2
28,1,Travel_Rarely,890,2,2,4,Medical,828,3,Male,46,3,1,Research Scientist,3,Single,4382,6,0,17,3,4,0,5,3,2,2,2,2,1
36,0,Travel_Rarely,1041,3,13,3,Human Resources,829,3,Male,36,3,1,Human Resources,2,Married,2143,4,0,13,3,2,1,8,2,3,5,2,0,4
32,0,Travel_Rarely,859,2,4,3,Life Sciences,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,1,0,12,3,3,1,14,3,3,14,13,6,8
40,0,Travel_Frequently,720,2,16,4,Medical,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,6,0,14,3,4,0,10,6,3,1,0,0,0
30,0,Travel_Rarely,946,2,2,3,Medical,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,5,1,24,4,2,0,12,4,2,0,0,0,0
45,0,Travel_Rarely,252,2,2,3,Life Sciences,834,2,Female,95,2,1,Research Scientist,3,Single,2274,1,0,14,3,4,0,1,3,3,1,0,0,0
42,0,Travel_Rarely,933,2,29,3,Life Sciences,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,1,0,13,3,4,1,10,3,2,9,8,7,8
38,0,Travel_Frequently,471,2,12,3,Life Sciences,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,2,0,15,3,3,1,13,3,2,4,3,1,2
34,0,Travel_Frequently,702,2,16,4,Life Sciences,838,3,Female,100,2,1,Research Scientist,4,Single,2553,1,0,16,3,3,0,6,3,3,5,2,1,3
49,1,Travel_Rarely,1184,1,11,3,Marketing,840,3,Female,43,3,3,Sales Executive,4,Married,7654,1,0,18,3,1,2,9,3,4,9,8,7,7
55,1,Travel_Rarely,436,1,2,1,Medical,842,3,Male,37,3,2,Sales Executive,4,Single,5160,4,0,16,3,3,0,12,3,2,9,7,7,3
43,0,Travel_Rarely,589,2,14,2,Life Sciences,843,2,Male,94,3,4,Research Director,1,Married,17159,6,0,24,4,3,1,22,3,3,4,1,1,0
27,0,Travel_Rarely,269,2,5,1,Technical Degree,844,3,Male,42,2,3,Research Director,4,Divorced,12808,1,1,16,3,2,1,9,3,3,9,8,0,8
35,0,Travel_Rarely,950,2,7,3,Other,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,3,0,21,4,2,0,17,3,4,8,5,1,6
28,0,Travel_Rarely,760,1,2,4,Marketing,846,2,Female,81,3,2,Sales Executive,2,Married,4779,1,1,20,4,1,0,8,2,3,8,7,7,5
34,0,Travel_Rarely,829,3,3,2,Human Resources,847,3,Male,88,3,1,Human Resources,4,Married,3737,0,0,19,3,3,1,4,1,1,3,2,0,2
26,1,Travel_Frequently,887,2,5,2,Medical,848,3,Female,88,2,1,Research Scientist,3,Married,2366,1,1,14,3,1,1,8,2,3,8,7,1,7
27,0,Non-Travel,443,2,3,3,Medical,850,4,Male,50,3,1,Research Scientist,4,Married,1706,1,0,11,3,3,3,0,6,2,0,0,0,0
51,0,Travel_Rarely,1318,1,26,4,Marketing,851,1,Female,66,3,4,Manager,3,Married,16307,2,0,14,3,3,1,29,2,2,20,6,4,17
44,0,Travel_Rarely,625,2,4,3,Medical,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933,9,0,12,3,4,0,10,2,2,5,2,2,3
25,0,Travel_Rarely,180,2,2,1,Medical,854,1,Male,65,4,1,Research Scientist,1,Single,3424,7,0,13,3,3,0,6,3,2,4,3,0,1
33,0,Travel_Rarely,586,1,1,3,Medical,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037,1,0,22,4,1,1,9,5,3,9,8,0,8
35,0,Travel_Rarely,1343,2,27,1,Medical,856,3,Female,53,2,1,Research Scientist,1,Single,2559,1,0,11,3,4,0,6,3,2,6,5,1,1
36,0,Travel_Rarely,928,1,1,2,Life Sciences,857,2,Male,56,3,2,Sales Executive,4,Married,6201,1,1,14,3,4,1,18,1,2,18,14,4,11
32,0,Travel_Rarely,117,1,13,4,Life Sciences,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,2,0,11,3,3,1,8,3,2,5,2,0,3
30,0,Travel_Frequently,1012,2,5,4,Life Sciences,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,9,0,12,3,2,1,10,3,2,5,4,0,3
53,0,Travel_Rarely,661,1,7,2,Marketing,862,1,Female,78,2,3,Sales Executive,4,Married,10934,7,1,18,3,4,1,35,3,3,5,2,0,4
45,0,Travel_Rarely,930,1,9,3,Marketing,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,4,1,12,3,3,1,18,2,3,5,4,0,2
32,0,Travel_Rarely,638,2,8,2,Medical,865,3,Female,91,4,2,Research Scientist,3,Married,5175,5,0,12,3,3,1,9,3,2,5,3,1,3
52,0,Travel_Frequently,890,2,25,4,Medical,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826,3,0,22,4,3,0,31,3,3,9,8,0,0
37,0,Travel_Rarely,342,1,16,4,Marketing,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,4,0,19,3,4,2,9,2,3,1,0,0,0
28,0,Travel_Rarely,1169,3,8,2,Medical,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,1,0,13,3,4,1,6,6,3,5,1,0,4
22,0,Travel_Rarely,1230,2,1,2,Life Sciences,872,4,Male,33,2,2,Manufacturing Director,4,Married,4775,6,0,22,4,1,2,4,2,1,2,2,2,2
44,0,Travel_Rarely,986,2,8,4,Life Sciences,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,2,1,24,4,3,1,10,2,2,3,2,0,2
42,0,Travel_Frequently,1271,2,2,1,Medical,875,2,Male,35,3,1,Research Scientist,4,Single,2515,5,1,14,3,4,0,8,2,3,2,1,2,2
36,0,Travel_Rarely,1278,3,8,3,Life Sciences,878,1,Male,77,2,1,Human Resources,1,Married,2342,0,0,21,4,3,0,6,3,3,5,4,0,3
25,0,Travel_Rarely,141,1,3,1,Other,879,3,Male,98,3,2,Sales Executive,1,Married,4194,1,1,18,3,4,0,5,3,3,5,3,0,3
35,0,Travel_Rarely,607,2,9,3,Life Sciences,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,1,1,20,4,2,1,17,2,3,17,14,5,15
35,1,Travel_Frequently,130,2,25,4,Life Sciences,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,1,1,19,3,1,1,10,3,2,10,2,7,8
32,0,Non-Travel,300,2,1,3,Life Sciences,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,0,0,12,3,2,1,4,2,3,3,0,0,2
25,0,Travel_Rarely,583,1,4,1,Marketing,885,3,Male,87,2,2,Sales Executive,1,Married,4256,1,0,12,3,1,0,5,1,4,5,2,0,3
49,0,Travel_Rarely,1418,2,1,3,Technical Degree,887,3,Female,36,3,1,Research Scientist,1,Married,3580,2,0,16,3,2,1,7,2,3,4,2,0,2
24,0,Non-Travel,1269,2,4,1,Life Sciences,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162,0,0,17,3,4,0,6,2,2,5,2,3,4
32,0,Travel_Frequently,379,1,5,2,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524,1,0,14,3,4,1,10,3,3,10,8,5,3
38,0,Travel_Rarely,395,1,9,3,Marketing,893,2,Male,98,2,1,Sales Representative,2,Married,2899,0,0,19,3,4,1,3,3,3,2,2,1,2
42,0,Travel_Rarely,1265,2,3,3,Life Sciences,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231,2,1,13,3,2,1,17,1,2,5,3,1,3
31,0,Travel_Rarely,1222,2,11,4,Life Sciences,895,4,Male,48,3,1,Research Scientist,4,Married,2356,3,1,19,3,2,1,8,2,3,6,4,0,2
29,1,Travel_Rarely,341,1,1,3,Medical,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,6,1,19,3,3,3,5,3,3,3,2,0,2
53,0,Travel_Rarely,868,1,8,3,Marketing,897,1,Male,73,3,4,Sales Executive,4,Married,11836,5,0,14,3,3,1,28,3,3,2,0,2,2
35,0,Travel_Rarely,672,2,25,3,Technical Degree,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,3,0,16,3,1,0,16,2,3,13,10,4,8
37,0,Travel_Frequently,1231,1,21,2,Medical,900,3,Female,54,3,1,Sales Representative,4,Married,2973,5,0,15,3,2,1,10,3,3,5,4,0,0
53,0,Travel_Rarely,102,2,23,4,Life Sciences,901,4,Female,72,3,4,Research Director,4,Single,14275,6,0,18,3,3,0,33,0,3,12,9,3,8
43,0,Travel_Frequently,422,2,1,3,Life Sciences,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562,4,0,13,3,2,1,12,2,2,5,2,2,2
47,0,Travel_Rarely,249,1,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537,0,1,22,4,1,1,8,2,3,7,6,7,7
37,0,Non-Travel,1252,1,19,2,Medical,904,1,Male,32,3,3,Sales Executive,2,Single,7642,1,1,13,3,4,0,10,2,3,10,0,0,9
50,0,Non-Travel,881,2,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,17924,1,0,11,3,4,1,31,3,3,31,6,14,7
39,0,Travel_Rarely,1383,3,2,3,Life Sciences,909,4,Female,42,2,2,Human Resources,4,Married,5204,8,0,11,3,3,2,13,2,3,5,4,0,4
33,0,Travel_Rarely,1075,3,3,2,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277,3,1,11,3,3,1,7,4,4,4,3,0,3
32,1,Travel_Rarely,374,2,25,4,Life Sciences,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,1,1,24,4,3,0,1,2,1,1,0,0,1
29,0,Travel_Rarely,1086,2,7,1,Medical,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6,0,14,3,3,3,8,5,3,4,3,0,3
44,0,Travel_Rarely,661,2,9,2,Life Sciences,913,2,Male,61,3,1,Research Scientist,1,Married,2559,1,1,13,3,4,0,8,0,3,8,7,7,1
28,0,Travel_Rarely,821,1,5,4,Medical,916,1,Male,98,3,2,Sales Executive,4,Single,4908,1,0,14,3,2,0,4,3,3,4,2,0,2
58,1,Travel_Frequently,781,2,2,1,Life Sciences,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,9,1,14,3,4,1,3,3,2,1,0,0,0
43,0,Travel_Rarely,177,2,8,3,Life Sciences,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,4,0,21,4,3,1,4,2,4,1,0,0,0
20,1,Travel_Rarely,500,1,2,3,Medical,922,3,Female,49,2,1,Sales Representative,3,Single,2044,1,0,13,3,4,0,2,3,2,2,2,0,2
21,1,Travel_Rarely,1427,2,18,1,Other,923,4,Female,65,3,1,Research Scientist,4,Single,2693,1,0,19,3,1,0,1,3,2,1,0,0,0
36,0,Travel_Rarely,1425,2,14,1,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,0,1,17,3,1,1,17,2,2,16,8,4,11
47,0,Travel_Rarely,1454,1,2,4,Life Sciences,925,4,Female,65,2,1,Sales Representative,4,Single,3294,1,1,18,3,1,0,3,3,2,3,2,1,2
22,1,Travel_Rarely,617,2,3,1,Life Sciences,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,0,1,19,3,1,1,4,3,4,3,2,0,2
41,1,Travel_Rarely,1085,2,2,4,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,4,1,13,3,3,1,10,1,2,7,7,1,0
28,0,Travel_Rarely,995,2,9,3,Medical,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,5,0,18,3,2,1,6,2,3,2,2,2,2
39,1,Travel_Rarely,1122,2,6,3,Medical,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,7,1,21,4,4,0,8,2,1,2,2,2,2
27,0,Travel_Rarely,618,2,4,3,Life Sciences,933,2,Female,76,3,1,Research Scientist,3,Single,2318,1,0,19,3,3,0,1,2,3,1,1,0,0
34,0,Travel_Rarely,546,2,10,3,Life Sciences,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,1,0,14,3,2,2,1,3,3,1,0,1,0
42,0,Travel_Rarely,462,1,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7,0,17,3,1,0,10,6,3,5,4,0,3
33,0,Travel_Rarely,1198,2,1,4,Other,939,3,Male,100,2,1,Research Scientist,1,Single,2799,3,1,11,3,2,0,6,1,3,3,2,0,2
58,0,Travel_Rarely,1272,2,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,2,1,13,3,4,1,24,3,3,6,0,0,4
31,0,Travel_Rarely,154,1,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,Married,2329,3,0,15,3,2,0,13,2,4,7,7,5,2
35,0,Travel_Rarely,1137,2,21,1,Life Sciences,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,1,1,25,4,4,1,10,2,1,10,6,0,7
49,0,Travel_Rarely,527,2,8,2,Other,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,4,0,11,3,3,1,29,3,2,26,9,1,7
48,0,Travel_Rarely,1469,2,20,4,Medical,945,4,Male,51,3,1,Research Scientist,3,Married,2259,4,0,17,3,1,2,13,2,2,0,0,0,0
31,0,Non-Travel,1188,1,20,2,Marketing,947,4,Female,45,3,2,Sales Executive,3,Married,6932,1,0,13,3,4,1,9,2,2,9,8,0,0
36,0,Travel_Rarely,188,2,7,4,Other,949,2,Male,65,3,1,Research Scientist,4,Single,4678,2,0,18,3,3,0,8,6,3,6,2,0,1
38,0,Travel_Rarely,1333,2,1,3,Technical Degree,950,4,Female,80,3,3,Research Director,1,Married,13582,1,0,13,3,2,1,15,3,3,15,12,5,11
32,0,Non-Travel,1184,2,1,3,Life Sciences,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,6,0,20,4,3,0,5,3,3,3,0,0,2
25,1,Travel_Rarely,867,1,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,Married,2413,1,1,18,3,3,3,1,2,3,1,0,0,0
40,0,Travel_Rarely,658,1,10,4,Marketing,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,2,0,12,3,2,1,11,2,2,1,0,0,0
26,0,Travel_Frequently,1283,1,1,3,Medical,956,3,Male,52,2,2,Sales Executive,1,Single,4294,1,0,12,3,2,0,7,2,3,7,7,0,7
41,0,Travel_Rarely,263,2,6,3,Medical,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,2,1,13,3,3,0,20,3,3,18,13,2,17
36,0,Travel_Rarely,938,2,2,4,Medical,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,4,0,21,4,3,0,16,6,3,11,8,3,9
19,1,Travel_Rarely,419,1,21,3,Other,959,4,Male,37,2,1,Sales Representative,2,Single,2121,1,1,13,3,2,0,1,3,4,1,0,0,0
20,1,Travel_Rarely,129,2,4,3,Technical Degree,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,1,0,19,3,2,0,1,2,3,1,0,0,0
31,0,Travel_Rarely,616,2,12,3,Medical,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,0,1,11,3,3,2,10,2,1,9,7,8,5
40,0,Travel_Frequently,1469,2,9,4,Medical,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617,8,1,14,3,4,1,3,2,3,1,1,0,0
32,0,Travel_Rarely,498,2,3,4,Medical,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,1,0,12,3,3,1,8,2,4,8,7,6,3
36,1,Travel_Rarely,530,1,3,1,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,Married,10325,1,1,11,3,1,1,16,6,3,16,7,3,7
33,0,Travel_Rarely,1069,2,1,3,Life Sciences,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,0,0,14,3,1,0,6,3,3,5,0,1,4
37,1,Travel_Rarely,625,1,1,4,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,Married,10609,5,0,11,3,3,0,17,2,1,14,1,11,7
45,0,Non-Travel,805,2,4,2,Life Sciences,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,1,0,12,3,2,0,9,5,2,9,7,0,8
29,0,Travel_Frequently,1404,1,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,Married,2157,1,0,15,3,2,1,3,5,3,3,1,0,2
35,0,Travel_Rarely,1219,1,18,3,Medical,975,3,Female,86,3,2,Sales Executive,3,Married,4601,1,0,16,3,2,0,5,3,3,5,2,1,0
52,0,Travel_Rarely,1053,2,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,Married,17099,2,0,15,3,2,1,26,2,2,9,8,7,8
58,1,Travel_Rarely,289,2,2,3,Technical Degree,977,4,Male,51,3,1,Research Scientist,3,Single,2479,4,0,24,4,1,0,7,4,3,1,0,0,0
